Region,Area,Year,Month,Dwelling_Type,kwh_per_acc
North Region,North Region,2018,10,Private Apartments and Condominiums,410.4
North Region,North Region,2018,11,1-room / 2-room,148.9
North Region,North Region,2018,11,3-room,256.2
North Region,North Region,2018,11,4-room,346.0
North Region,North Region,2018,11,5-room and Executive,428.6
North Region,North Region,2018,11,Landed Properties,1036.6
North Region,North Region,2018,11,Private Apartments and Condominiums,366.9
North Region,North Region,2018,12,1-room / 2-room,135.1
North Region,North Region,2018,12,3-room,228.5
North Region,North Region,2018,12,4-room,300.1
North Region,North Region,2018,12,5-room and Executive,360.1
North Region,North Region,2018,12,Landed Properties,864.8
North Region,North Region,2018,12,Private Apartments and Condominiums,295.7
North Region,North Region,2019,1,1-room / 2-room,146.6
North Region,North Region,2019,1,3-room,252.5
North Region,North Region,2019,1,4-room,328.5
North Region,North Region,2019,1,5-room and Executive,402.4
North Region,North Region,2019,1,Landed Properties,993.5
North Region,North Region,2019,1,Private Apartments and Condominiums,327.0
North Region,North Region,2019,2,1-room / 2-room,152.7
North Region,North Region,2019,2,3-room,262.2
North Region,North Region,2019,2,4-room,349.6
North Region,North Region,2019,2,5-room and Executive,433.2
North Region,North Region,2019,2,Landed Properties,1081.9
North Region,North Region,2019,2,Private Apartments and Condominiums,368.9
North Region,North Region,2019,3,1-room / 2-room,149.1
North Region,North Region,2019,3,3-room,250.8
North Region,North Region,2019,3,4-room,333.0
North Region,North Region,2019,3,5-room and Executive,408.3
North Region,North Region,2019,3,Landed Properties,1003.2
North Region,North Region,2019,3,Private Apartments and Condominiums,368.2
North Region,North Region,2019,4,1-room / 2-room,156.3
North Region,North Region,2019,4,3-room,266.3
North Region,North Region,2019,4,4-room,358.5
North Region,North Region,2019,4,5-room and Executive,445.4
North Region,North Region,2019,4,Landed Properties,1164.7
North Region,North Region,2019,4,Private Apartments and Condominiums,385.2
North Region,North Region,2019,5,1-room / 2-room,167.4
North Region,North Region,2019,5,3-room,289.9
North Region,North Region,2019,5,4-room,382.6
North Region,North Region,2019,5,5-room and Executive,469.2
North Region,North Region,2019,5,Landed Properties,1068.3
North Region,North Region,2019,5,Private Apartments and Condominiums,408.4
North Region,North Region,2019,6,1-room / 2-room,168.7
North Region,North Region,2019,6,3-room,287.0
North Region,North Region,2019,6,4-room,388.6
North Region,North Region,2019,6,5-room and Executive,482.0
North Region,North Region,2019,6,Landed Properties,1071.7
North Region,North Region,2019,6,Private Apartments and Condominiums,416.0
North Region,North Region,2019,7,1-room / 2-room,164.7
North Region,North Region,2019,7,3-room,277.4
North Region,North Region,2019,7,4-room,371.7
North Region,North Region,2019,7,5-room and Executive,454.3
North Region,North Region,2019,7,Landed Properties,1009.5
North Region,North Region,2019,7,Private Apartments and Condominiums,399.5
North Region,North Region,2019,8,1-room / 2-room,168.0
North Region,North Region,2019,8,3-room,284.6
North Region,North Region,2019,8,4-room,382.8
North Region,North Region,2019,8,5-room and Executive,472.4
North Region,North Region,2019,8,Landed Properties,1110.6
North Region,North Region,2019,8,Private Apartments and Condominiums,414.1
North Region,North Region,2019,9,1-room / 2-room,170.1
North Region,North Region,2019,9,3-room,296.8
North Region,North Region,2019,9,4-room,397.0
North Region,North Region,2019,9,5-room and Executive,493.4
North Region,North Region,2019,9,Landed Properties,1162.4
North Region,North Region,2019,9,Private Apartments and Condominiums,447.0
North Region,North Region,2019,10,1-room / 2-room,160.8
North Region,North Region,2019,10,3-room,275.5
North Region,North Region,2019,10,4-room,371.6
North Region,North Region,2019,10,5-room and Executive,461.4
North Region,North Region,2019,10,Landed Properties,1129.7
North Region,North Region,2019,10,Private Apartments and Condominiums,434.2
North Region,North Region,2019,11,1-room / 2-room,152.7
North Region,North Region,2019,11,3-room,258.8
North Region,North Region,2019,11,4-room,354.7
North Region,North Region,2019,11,5-room and Executive,442.4
North Region,North Region,2019,11,Landed Properties,1050.7
North Region,North Region,2019,11,Private Apartments and Condominiums,391.3
North Region,North Region,2019,12,1-room / 2-room,143.2
North Region,North Region,2019,12,3-room,249.2
North Region,North Region,2019,12,4-room,327.6
North Region,North Region,2019,12,5-room and Executive,398.9
North Region,North Region,2019,12,Landed Properties,959.5
North Region,North Region,2019,12,Private Apartments and Condominiums,369.1
North Region,North Region,2020,1,1-room / 2-room,146.0
North Region,North Region,2020,1,3-room,248.4
North Region,North Region,2020,1,4-room,333.5
North Region,North Region,2020,1,5-room and Executive,408.2
North Region,North Region,2020,1,Landed Properties,1037.0
North Region,North Region,2020,1,Private Apartments and Condominiums,370.1
North Region,North Region,2020,2,1-room / 2-room,147.1
North Region,North Region,2020,2,3-room,259.0
North Region,North Region,2020,2,4-room,338.5
North Region,North Region,2020,2,5-room and Executive,414.1
North Region,North Region,2020,2,Landed Properties,1109.3
North Region,North Region,2020,2,Private Apartments and Condominiums,382.1
North Region,North Region,2020,3,1-room / 2-room,148.5
North Region,North Region,2020,3,3-room,266.7
North Region,North Region,2020,3,4-room,352.1
North Region,North Region,2020,3,5-room and Executive,430.6
North Region,North Region,2020,3,Landed Properties,1105.7
North Region,North Region,2020,3,Private Apartments and Condominiums,408.8
North Region,North Region,2020,4,1-room / 2-room,160.2
North Region,North Region,2020,4,3-room,284.6
North Region,North Region,2020,4,4-room,375.6
North Region,North Region,2020,4,5-room and Executive,463.2
North Region,North Region,2020,4,Landed Properties,1225.4
North Region,North Region,2020,4,Private Apartments and Condominiums,439.8
North Region,North Region,2020,5,1-room / 2-room,161.4
North Region,North Region,2020,5,3-room,281.2
North Region,North Region,2020,5,4-room,377.0
North Region,North Region,2020,5,5-room and Executive,459.0
North Region,North Region,2020,5,Landed Properties,1165.8
North Region,North Region,2020,5,Private Apartments and Condominiums,424.8
North Region,North Region,2020,6,1-room / 2-room,195.0
North Region,North Region,2020,6,3-room,320.7
North Region,North Region,2020,6,4-room,487.4
North Region,North Region,2020,6,5-room and Executive,636.7
North Region,North Region,2020,6,Landed Properties,1474.4
North Region,North Region,2020,6,Private Apartments and Condominiums,578.4
North Region,North Region,2020,7,1-room / 2-room,227.0
North Region,North Region,2020,7,3-room,410.7
North Region,North Region,2020,7,4-room,533.0
North Region,North Region,2020,7,5-room and Executive,651.9
North Region,North Region,2020,7,Landed Properties,1325.2
North Region,North Region,2020,7,Private Apartments and Condominiums,649.5
North Region,North Region,2020,8,1-room / 2-room,180.5
North Region,North Region,2020,8,3-room,320.7
North Region,North Region,2020,8,4-room,411.9
North Region,North Region,2020,8,5-room and Executive,491.3
North Region,North Region,2020,8,Landed Properties,1196.0
North Region,North Region,2020,8,Private Apartments and Condominiums,480.2
North Region,North Region,2020,9,1-room / 2-room,177.3
North Region,North Region,2020,9,3-room,289.0
North Region,North Region,2020,9,4-room,391.7
North Region,North Region,2020,9,5-room and Executive,484.0
North Region,North Region,2020,9,Landed Properties,1164.1
North Region,North Region,2020,9,Private Apartments and Condominiums,446.0
North Region,North Region,2020,10,1-room / 2-room,178.6
North Region,North Region,2020,10,3-room,289.7
North Region,North Region,2020,10,4-room,389.1
North Region,North Region,2020,10,5-room and Executive,478.4
North Region,North Region,2020,10,Landed Properties,1113.9
North Region,North Region,2020,10,Private Apartments and Condominiums,438.0
North Region,North Region,2020,11,1-room / 2-room,181.8
North Region,North Region,2020,11,3-room,295.4
North Region,North Region,2020,11,4-room,395.3
North Region,North Region,2020,11,5-room and Executive,481.6
North Region,North Region,2020,11,Landed Properties,1125.4
North Region,North Region,2020,11,Private Apartments and Condominiums,437.6
North Region,North Region,2020,12,1-room / 2-room,180.3
North Region,North Region,2020,12,3-room,286.6
North Region,North Region,2020,12,4-room,381.4
North Region,North Region,2020,12,5-room and Executive,468.1
North Region,North Region,2020,12,Landed Properties,1046.3
North Region,North Region,2020,12,Private Apartments and Condominiums,446.8
North Region,North Region,2021,1,1-room / 2-room,169.2
North Region,North Region,2021,1,3-room,260.7
North Region,North Region,2021,1,4-room,360.6
North Region,North Region,2021,1,5-room and Executive,448.7
North Region,North Region,2021,1,Landed Properties,1093.3
North Region,North Region,2021,1,Private Apartments and Condominiums,385.9
North Region,North Region,2021,2,1-room / 2-room,165.5
North Region,North Region,2021,2,3-room,268.7
North Region,North Region,2021,2,4-room,352.7
North Region,North Region,2021,2,5-room and Executive,429.0
North Region,North Region,2021,2,Landed Properties,1030.0
North Region,North Region,2021,2,Private Apartments and Condominiums,404.9
North Region,North Region,2021,3,1-room / 2-room,161.5
North Region,North Region,2021,3,3-room,269.6
North Region,North Region,2021,3,4-room,353.9
North Region,North Region,2021,3,5-room and Executive,429.1
North Region,North Region,2021,3,Landed Properties,1105.9
North Region,North Region,2021,3,Private Apartments and Condominiums,404.4
North Region,North Region,2021,4,1-room / 2-room,177.8
North Region,North Region,2021,4,3-room,288.5
North Region,North Region,2021,4,4-room,390.6
North Region,North Region,2021,4,5-room and Executive,477.9
North Region,North Region,2021,4,Landed Properties,1147.2
North Region,North Region,2021,4,Private Apartments and Condominiums,429.1
North Region,North Region,2021,5,1-room / 2-room,194.2
North Region,North Region,2021,5,3-room,315.7
North Region,North Region,2021,5,4-room,411.7
North Region,North Region,2021,5,5-room and Executive,494.2
North Region,North Region,2021,5,Landed Properties,1193.3
North Region,North Region,2021,5,Private Apartments and Condominiums,477.5
North Region,North Region,2021,6,1-room / 2-room,210.4
North Region,North Region,2021,6,3-room,326.5
North Region,North Region,2021,6,4-room,450.7
North Region,North Region,2021,6,5-room and Executive,558.5
North Region,North Region,2021,6,Landed Properties,1317.4
North Region,North Region,2021,6,Private Apartments and Condominiums,514.3
